Year,CPU Designer,CPU Family,CPU Model,CPU,Processor Code Name,TDP,Transistors (mln),Die size mmˆ2,Processor Clock [MHz],Cores,FP32,GFLOPS(FP32)
2013,Intel,Core i5,i5-4200Y,Intel Core i5 i5-4200Y,Haswell,11.5,,,1400,2,32,89.6
2014,Intel,Core i5,i5-4260U,Intel Core i5 i5-4260U,Haswell,15,,,1400,2,32,89.6
2013,Intel,Core i5,i5-4350U,Intel Core i5 i5-4350U,Haswell,15,,,1400,2,32,89.6
2013,Intel,Core i3,i3-4012Y,Intel Core i3 i3-4012Y,Haswell,11.5,,,1500,2,32,96
2013,Intel,Core i3,i3-4020Y,Intel Core i3 i3-4020Y,Haswell,11.5,,,1500,2,32,96
2013,Intel,Core i5,i5-4210Y,Intel Core i5 i5-4210Y,Haswell,11.5,,,1500,2,32,96
2014,Intel,Core i5,i5-4360U,Intel Core i5 i5-4360U,Haswell,15,,,1500,2,32,96
2013,Intel,Core i7,i7-4550U,Intel Core i7 i7-4550U,Haswell,15,,,1500,2,32,96
2013,Intel,Celeron,2981U,Intel Celeron 2981U,Haswell,15,,,1600,2,32,102.4
2014,Intel,Core i3,i3-4030Y,Intel Core i3 i3-4030Y,Haswell,11.5,,,1600,2,32,102.4
2013,Intel,Core i5,i5-4200U,Intel Core i5 i5-4200U,Haswell,15,,,1600,2,32,102.4
2013,Intel,Core i5,i5-4202Y,Intel Core i5 i5-4202Y,Haswell,11.5,,,1600,2,32,102.4
2014,Intel,Core i5,i5-4220Y,Intel Core i5 i5-4220Y,Haswell,11.5,,,1600,2,32,102.4
2013,Intel,Core i5,i5-4300Y,Intel Core i5 i5-4300Y,Haswell,11.5,,,1600,2,32,102.4
2013,Intel,Core i5,i5-4302Y,Intel Core i5 i5-4302Y,Haswell,11.5,,,1600,2,32,102.4
2013,Intel,Pentium,3556U,Intel Pentium 3556U,Haswell,15,,,1700,2,32,108.8
2013,Intel,Pentium,3558U,Intel Pentium 3558U,Haswell,15,,,1700,2,32,108.8
2013,Intel,Core i3,i3-4005U,Intel Core i3 i3-4005U,Haswell,15,,,1700,2,32,108.8
2014,Intel,Core i5,i5-4210U,Intel Core i5 i5-4210U,Haswell,15,,,1700,2,32,108.8
2013,Intel,Core i7,i7-4610Y,Intel Core i7 i7-4610Y,Haswell,11.5,,,1700,2,32,108.8
2013,Intel,Core i3,i3-4100U,Intel Core i3 i3-4100U,Haswell,15,,,1800,2,32,115.2
2013,Intel,Core i7,i7-4500U,Intel Core i7 i7-4500U,Haswell,15,,,1800,2,32,115.2
2014,Intel,Core i3,i3-4025U,Intel Core i3 i3-4025U,Haswell,15,,,1900,2,32,121.6
2014,Intel,Core i3,i3-4030U,Intel Core i3 i3-4030U,Haswell,15,,,1900,2,32,121.6
2013,Intel,Celeron,2950M,Intel Celeron 2950M,Haswell,37,,,2000,2,32,128
2014,Intel,Core i3,i3-4120U,Intel Core i3 i3-4120U,Haswell,15,,,2000,2,32,128
2013,Intel,Core i3,i3-4158U,Intel Core i3 i3-4158U,Haswell,28,,,2000,2,32,128
2014,Intel,Core i5,i5-4310U,Intel Core i5 i5-4310U,Haswell,15,,,2000,2,32,128
2014,Intel,Core i7,i7-4510U,Intel Core i7 i7-4510U,Haswell,15,,,2000,2,32,128
2013,Intel,Core i7,i7-4600U,Intel Core i7 i7-4600U,Haswell,15,,,2100,2,32,134.4
2014,Intel,Celeron,2970M,Intel Celeron 2970M,Haswell,37,,,2200,2,32,140.8
2013,Intel,Pentium,3550M,Intel Pentium 3550M,Haswell,37,,,2300,2,32,147.2
2014,Intel,Pentium,3560M,Intel Pentium 3560M,Haswell,37,,,2400,2,32,153.6
2014,Intel,Celeron,G1820T,Intel Celeron G1820T,Haswell,35,,,2400,2,32,153.6
2013,Intel,Core i3,i3-4000M,Intel Core i3 i3-4000M,Haswell,37,,,2400,2,32,153.6
2013,Intel,Core i5,i5-4258U,Intel Core i5 i5-4258U,Haswell,28,,,2400,2,32,153.6
2014,Intel,Celeron,G1840T,Intel Celeron G1840T,Haswell,35,,,2500,2,32,160
2013,Intel,Core i3,i3-4100M,Intel Core i3 i3-4100M,Haswell,37,,,2500,2,32,160
2013,Intel,Core i5,i5-4200M,Intel Core i5 i5-4200M,Haswell,37,,,2500,2,32,160
2013,Intel,Pentium,G3220T,Intel Pentium G3220T,Haswell,35,,,2600,2,32,166.4
2014,Intel,Core i3,i3-4110M,Intel Core i3 i3-4110M,Haswell,37,,,2600,2,32,166.4
2014,Intel,Core i5,i5-4210M,Intel Core i5 i5-4210M,Haswell,37,,,2600,2,32,166.4
2014,Intel,Core i5,i5-4278U,Intel Core i5 i5-4278U,Haswell,28,,,2600,2,32,166.4
2013,Intel,Core i5,i5-4288U,Intel Core i5 i5-4288U,Haswell,28,,,2600,2,32,166.4
2013,Intel,Core i5,i5-4300M,Intel Core i5 i5-4300M,Haswell,37,,,2600,2,32,166.4
2014,Intel,Pentium,G3240T,Intel Pentium G3240T,Haswell,35,,,2700,2,32,172.8
2013,Intel,Pentium,G3420T,Intel Pentium G3420T,Haswell,35,,,2700,2,32,172.8
2014,Intel,Core i5,i5-4310M,Intel Core i5 i5-4310M,Haswell,37,,,2700,2,32,172.8
2014,Intel,Celeron,G1830,Intel Celeron G1830,Haswell,53,,,2800,2,32,179.2
2014,Intel,Celeron,G1840,Intel Celeron G1840,Haswell,53,,,2800,2,32,179.2
2014,Intel,Pentium,G3250T,Intel Pentium G3250T,Haswell,35,,,2800,2,32,179.2
2014,Intel,Pentium,G3440T,Intel Pentium G3440T,Haswell,35,,,2800,2,32,179.2
2013,Intel,Core i5,i5-4200H,Intel Core i5 i5-4200H,Haswell,47,,,2800,2,32,179.2
2014,Intel,Core i5,i5-4308U,Intel Core i5 i5-4308U,Haswell,28,,,2800,2,32,179.2
2013,Intel,Core i5,i5-4330M,Intel Core i5 i5-4330M,Haswell,37,,,2800,2,32,179.2
2013,Intel,Core i7,i7-4558U,Intel Core i7 i7-4558U,Haswell,28,,,2800,2,32,179.2
2014,Intel,Celeron,G1850,Intel Celeron G1850,Haswell,53,,,2900,2,32,185.6
2014,Intel,Pentium,G3450T,Intel Pentium G3450T,Haswell,35,,,2900,2,32,185.6
2013,Intel,Core i3,i3-4130T,Intel Core i3 i3-4130T,Haswell,35,,,2900,2,32,185.6
2014,Intel,Core i5,i5-4210H,Intel Core i5 i5-4210H,Haswell,47,,,2900,2,32,185.6
2014,Intel,Core i5,i5-4340M,Intel Core i5 i5-4340M,Haswell,37,,,2900,2,32,185.6
2013,Intel,Core i5,i5-4570T,Intel Core i5 i5-4570T,Haswell,35,,,2900,2,32,185.6
2013,Intel,Core i7,i7-4600M,Intel Core i7 i7-4600M,Haswell,37,,,2900,2,32,185.6
2013,Intel,Pentium,G3220,Intel Pentium G3220,Haswell,53,,,3000,2,32,192
2014,Intel,Core i3,i3-4150T,Intel Core i3 i3-4150T,Haswell,35,,,3000,2,32,192
2013,Intel,Core i3,i3-4330T,Intel Core i3 i3-4330T,Haswell,35,,,3000,2,32,192
2014,Intel,Core i7,i7-4578U,Intel Core i7 i7-4578U,Haswell,28,,,3000,2,32,192
2014,Intel,Core i7,i7-4610M,Intel Core i7 i7-4610M,Haswell,37,,,3000,2,32,192
2014,Intel,Pentium,G3240,Intel Pentium G3240,Haswell,53,,,3100,2,32,198.4
2014,Intel,Core i3,i3-4160T,Intel Core i3 i3-4160T,Haswell,35,,,3100,2,32,198.4
2013,Intel,Core i7,i7-4850EQ,Intel Core i7 i7-4850EQ,Crystal Well,47,,,1600,4,32,204.8
2014,Intel,Pentium,G3250,Intel Pentium G3250,Haswell,53,,,3200,2,32,204.8
2014,Intel,Pentium,G3258,Intel Pentium G3258,Haswell,53,,,3200,2,32,204.8
2014,Intel,Core i3,i3-4360T,Intel Core i3 i3-4360T,Haswell,35,,,3200,2,32,204.8
2013,Intel,Pentium,G3430,Intel Pentium G3430,Haswell,53,,,3300,2,32,211.2
2014,Intel,Pentium,G3440,Intel Pentium G3440,Haswell,53,,,3300,2,32,211.2
2014,Intel,Pentium,G3450,Intel Pentium G3450,Haswell,53,,,3400,2,32,217.6
2013,Intel,Core i3,i3-4130,Intel Core i3 i3-4130,Haswell,54,,,3400,2,32,217.6
2014,Intel,Pentium,G3460,Intel Pentium G3460,Haswell,53,,,3500,2,32,224
2014,Intel,Core i3,i3-4150,Intel Core i3 i3-4150,Haswell,54,,,3500,2,32,224
2013,Intel,Xeon,E3-1230L v3,Intel Xeon E3-1230L v3,Haswell,25,,,1800,4,32,230.4
2014,Intel,,E3-1284L v3,Intel  E3-1284L v3,Crystal Well,47,,,1800,4,32,230.4
2013,Intel,Core i7,i7-4860EQ,Intel Core i7 i7-4860EQ,Crystal Well,47,,,1800,4,32,230.4
2014,Intel,Core i3,i3-4160,Intel Core i3 i3-4160,Haswell,54,,,3600,2,32,230.4
2013,Intel,Core i3,i3-4340,Intel Core i3 i3-4340,Haswell,54,,,3600,2,32,230.4
2014,Intel,Core i3,i3-4350,Intel Core i3 i3-4350,Haswell,54,,,3600,2,32,230.4
2014,Intel,Core i5,i5-4460T,Intel Core i5 i5-4460T,Haswell,35,,,1900,4,32,243.2
2014,Intel,Core i3,i3-4370,Intel Core i3 i3-4370,Haswell,54,,,3800,2,32,243.2
2014,Intel,Xeon,E3-1240L v3,Intel Xeon E3-1240L v3,Haswell,25,,,2000,4,32,256
2013,Intel,Core i7,i7-4750HQ,Intel Core i7 i7-4750HQ,Crystal Well,47,,,2000,4,32,256
2013,Intel,Core i7,i7-4765T,Intel Core i7 i7-4765T,Haswell,35,,,2000,4,32,256
2014,Intel,Core i7,i7-4760HQ,Intel Core i7 i7-4760HQ,Crystal Well,47,,,2100,4,32,268.8
2013,Intel,Core i7,i7-4702HQ,Intel Core i7 i7-4702HQ,Haswell,37,,,2200,4,32,281.6
2013,Intel,Core i7,i7-4702MQ,Intel Core i7 i7-4702MQ,Haswell,37,,,2200,4,32,281.6
2014,Intel,Core i7,i7-4770HQ,Intel Core i7 i7-4770HQ,Crystal Well,47,,,2200,4,32,281.6
2014,Intel,Core i7,i7-4785T,Intel Core i7 i7-4785T,Haswell,35,,,2200,4,32,281.6
2013,Intel,Core i5,i5-4670T,Intel Core i5 i5-4670T,Haswell,45,,,2300,4,32,294.4
2014,Intel,Core i7,i7-4712HQ,Intel Core i7 i7-4712HQ,Haswell,37,,,2300,4,32,294.4
2014,Intel,Core i7,i7-4712MQ,Intel Core i7 i7-4712MQ,Haswell,37,,,2300,4,32,294.4
2013,Intel,Core i7,i7-4850HQ,Intel Core i7 i7-4850HQ,Crystal Well,47,,,2300,4,32,294.4
2013,Intel,Core i7,i7-4700HQ,Intel Core i7 i7-4700HQ,Haswell,47,,,2400,4,32,307.2
2013,Intel,Core i7,i7-4700MQ,Intel Core i7 i7-4700MQ,Haswell,47,,,2400,4,32,307.2
2013,Intel,Core i7,i7-4701EQ,Intel Core i7 i7-4701EQ,Haswell,47,,,2400,4,32,307.2
2014,Intel,Core i7,i7-4860HQ,Intel Core i7 i7-4860HQ,Crystal Well,47,,,2400,4,32,307.2
2013,Intel,Core i7,i7-4950HQ,Intel Core i7 i7-4950HQ,Crystal Well,47,,,2400,4,32,307.2
2014,Intel,Xeon,E5-2603 v3,Intel Xeon E5-2603 v3,Haswell,85,,,1600,6,32,307.2
2013,Intel,Xeon,E3-1265L v3,Intel Xeon E3-1265L v3,Haswell,45,,,2500,4,32,320
2014,Intel,Core i5,i5-4690T,Intel Core i5 i5-4690T,Haswell,45,,,2500,4,32,320
2014,Intel,Core i7,i7-4710HQ,Intel Core i7 i7-4710HQ,Haswell,47,,,2500,4,32,320
2014,Intel,Core i7,i7-4710MQ,Intel Core i7 i7-4710MQ,Haswell,47,,,2500,4,32,320
2013,Intel,Core i7,i7-4770T,Intel Core i7 i7-4770T,Haswell,45,,,2500,4,32,320
2014,Intel,Core i7,i7-4870HQ,Intel Core i7 i7-4870HQ,Crystal Well,47,,,2500,4,32,320
2013,Intel,Core i7,i7-4960HQ,Intel Core i7 i7-4960HQ,Crystal Well,47,,,2600,4,32,332.8
2014,Intel,Xeon,E3-1275L v3,Intel Xeon E3-1275L v3,Haswell,45,,,2700,4,32,345.6
2013,Intel,Core i5,i5-4430S,Intel Core i5 i5-4430S,Haswell,65,,,2700,4,32,345.6
2013,Intel,Core i5,i5-4570R,Intel Core i5 i5-4570R,Crystal Well,65,,,2700,4,32,345.6
2014,Intel,Core i7,i7-4790T,Intel Core i7 i7-4790T,Haswell,45,,,2700,4,32,345.6
2013,Intel,Core i7,i7-4800MQ,Intel Core i7 i7-4800MQ,Haswell,47,,,2700,4,32,345.6
2014,Intel,,E5-1603 v3,Intel  E5-1603 v3,Haswell,140,,,2800,4,32,358.4
2013,Intel,Core i5,i5-4440S,Intel Core i5 i5-4440S,Haswell,65,,,2800,4,32,358.4
2014,Intel,Core i7,i7-4810MQ,Intel Core i7 i7-4810MQ,Haswell,47,,,2800,4,32,358.4
2013,Intel,Core i7,i7-4900MQ,Intel Core i7 i7-4900MQ,Haswell,47,,,2800,4,32,358.4
2014,Intel,Core i7,i7-4980HQ,Intel Core i7 i7-4980HQ,Crystal Well,47,,,2800,4,32,358.4
2014,Intel,Core i5,i5-4460S,Intel Core i5 i5-4460S,Haswell,65,,,2900,4,32,371.2
2014,Intel,Core i7,i7-4910MQ,Intel Core i7 i7-4910MQ,Haswell,47,,,2900,4,32,371.2
2014,Intel,Xeon,E5-2623 v3,Intel Xeon E5-2623 v3,Haswell,105,,,3000,4,32,384
2013,Intel,Core i5,i5-4430,Intel Core i5 i5-4430,Haswell,84,,,3000,4,32,384
2013,Intel,Core i5,i5-4670R,Intel Core i5 i5-4670R,Crystal Well,65,,,3000,4,32,384
2013,Intel,Core i7 Extreme,i7-4930MX,Intel Core i7 Extreme i7-4930MX,Haswell,57,,,3000,4,32,384
2013,Intel,Xeon,E3-1220 v3,Intel Xeon E3-1220 v3,Haswell,80,,,3100,4,32,396.8
2013,Intel,Xeon,E3-1285L v3,Intel Xeon E3-1285L v3,Haswell,65,,,3100,4,32,396.8
2014,Intel,,E5-1607 v3,Intel  E5-1607 v3,Haswell,140,,,3100,4,32,396.8
2013,Intel,Core i5,i5-4440,Intel Core i5 i5-4440,Haswell,84,,,3100,4,32,396.8
2013,Intel,Core i5,i5-4670S,Intel Core i5 i5-4670S,Haswell,65,,,3100,4,32,396.8
2014,Intel,Core i7 Extreme,i7-4940MX,Intel Core i7 Extreme i7-4940MX,Haswell,57,,,3100,4,32,396.8
2014,Intel,Xeon,E3-1286L v3,Intel Xeon E3-1286L v3,Haswell,65,,,3200,4,32,409.6
2014,Intel,Core i5,i5-4460,Intel Core i5 i5-4460,Haswell,84,,,3200,4,32,409.6
2013,Intel,Core i5,i5-4570,Intel Core i5 i5-4570,Haswell,84,,,3200,4,32,409.6
2014,Intel,Core i5,i5-4690S,Intel Core i5 i5-4690S,Haswell,65,,,3200,4,32,409.6
2013,Intel,Core i7,i7-4770R,Intel Core i7 i7-4770R,Crystal Well,65,,,3200,4,32,409.6
2014,Intel,Xeon,E3-1226 v3,Intel Xeon E3-1226 v3,Haswell,84,,,3300,4,32,422.4
2013,Intel,Xeon,E3-1230 v3,Intel Xeon E3-1230 v3,Haswell,80,,,3300,4,32,422.4
2014,Intel,Core i5,i5-4590,Intel Core i5 i5-4590,Haswell,84,,,3300,4,32,422.4
2014,Intel,Xeon,E3-1231 v3,Intel Xeon E3-1231 v3,Haswell,80,,,3400,4,32,435.2
2013,Intel,Xeon,E3-1240 v3,Intel Xeon E3-1240 v3,Haswell,80,,,3400,4,32,435.2
2013,Intel,Xeon,E3-1245 v3,Intel Xeon E3-1245 v3,Haswell,84,,,3400,4,32,435.2
2013,Intel,Core i5,i5-4670,Intel Core i5 i5-4670,Haswell,84,,,3400,4,32,435.2
2013,Intel,Core i5,i5-4670K,Intel Core i5 i5-4670K,Haswell,84,,,3400,4,32,435.2
2013,Intel,Core i7,i7-4770,Intel Core i7 i7-4770,Haswell,84,,,3400,4,32,435.2
2014,Intel,Xeon,E3-1241 v3,Intel Xeon E3-1241 v3,Haswell,80,,,3500,4,32,448
2014,Intel,Xeon,E3-1246 v3,Intel Xeon E3-1246 v3,Haswell,84,,,3500,4,32,448
2013,Intel,Xeon,E3-1270v3,Intel Xeon E3-1270v3,Haswell,80,1400,160,3500,4,32,448
2014,Intel,Xeon,E5-1620 v3,Intel Xeon E5-1620 v3,Haswell,140,,,3500,4,32,448
2014,Intel,Xeon,E5-2637 v3,Intel Xeon E5-2637 v3,Haswell,135,,,3500,4,32,448
2014,Intel,Core i5,i5-4690,Intel Core i5 i5-4690,Haswell,84,,,3500,4,32,448
2014,Intel,Core i5,i5-4690K,Intel Core i5 i5-4690K,Devil's Canyon,88,,,3500,4,32,448
2013,Intel,Core i7,i7-4770K,Intel Core i7 i7-4770K,Haswell,84,,,3500,4,32,448
2013,Intel,Core i7,i7-4771,Intel Core i7 i7-4771,Haswell,84,,,3500,4,32,448
2014,Intel,Xeon,E5-2630L v3,Intel Xeon E5-2630L v3,Haswell,55,,,1800,8,32,460.8
2014,Intel,Xeon,E3-1271 v3,Intel Xeon E3-1271 v3,Haswell,80,,,3600,4,32,460.8
2014,Intel,Xeon,E3-1276 v3,Intel Xeon E3-1276 v3,Haswell,84,,,3600,4,32,460.8
2013,Intel,Xeon,E3-1280 v3,Intel Xeon E3-1280 v3,Haswell,82,,,3600,4,32,460.8
2013,Intel,Xeon,E3-1285 v3,Intel Xeon E3-1285 v3,Haswell,84,,,3600,4,32,460.8
2014,Intel,Core i7,i7-4790,Intel Core i7 i7-4790,Haswell,84,,,3600,4,32,460.8
2014,Intel,Xeon,E3-1281 v3,Intel Xeon E3-1281 v3,Haswell,82,,,3700,4,32,473.6
2014,Intel,Xeon,E3-1286 v3,Intel Xeon E3-1286 v3,Haswell,84,,,3700,4,32,473.6
2014,Intel,Xeon,E5-1630 v3,Intel Xeon E5-1630 v3,Haswell,140,,,3700,4,32,473.6
2014,Intel,Core i7,i7-4790K,Intel Core i7 i7-4790K,Devil's Canyon,88,,,4000,4,32,512
,Intel,Core i7,i7-7700K,Intel Core i7 i7-7700K,Kaby Lake,,,,4200,4,32,537.6
2014,Intel,Xeon,E5-2630 v3,Intel Xeon E5-2630 v3,Haswell,85,,,2400,8,32,614.4
2014,Intel,Xeon,E5-2643 v3,Intel Xeon E5-2643 v3,Haswell,135,,,3400,6,32,652.8
2014,Intel,Xeon,E5-1650 v3,Intel Xeon E5-1650 v3,Haswell,140,,,3500,6,32,672
2014,Intel,Xeon,E5-2650L v3,Intel Xeon E5-2650L v3,Haswell,65,,,1800,12,32,691.2
2014,Intel,Xeon,E5-2650 v3,Intel Xeon E5-2650 v3,Haswell,105,,,2300,10,32,736
2014,Intel,Xeon,E5-1660 v3,Intel Xeon E5-1660 v3,Haswell,140,,,3000,8,32,768
2014,Intel,Xeon,E5-1680 v3,Intel Xeon E5-1680 v3,Haswell,140,,,3200,8,32,819.2
2014,Intel,Xeon,E5-2667 v3,Intel Xeon E5-2667 v3,Haswell,135,,,3200,8,32,819.2
2014,Intel,Xeon,E5-2660 v3,Intel Xeon E5-2660 v3,Haswell,105,,,2600,10,32,832
2014,Intel,Xeon,E5-2670 v3,Intel Xeon E5-2670 v3,Haswell,120,,,2300,12,32,883.2
2014,Intel,Xeon,E5-2683 v3,Intel Xeon E5-2683 v3,Haswell,120,,,2000,14,32,896
2014,Intel,Xeon,E5-2687W v3,Intel Xeon E5-2687W v3,Haswell,160,,,3100,10,32,992
2014,Intel,Xeon,E5-2685 v3,Intel Xeon E5-2685 v3,Haswell,120,,,2600,12,32,998.4
2014,Intel,Xeon,E5-2690 v3,Intel Xeon E5-2690 v3,Haswell,135,,,2600,12,32,998.4
2014,Intel,Xeon,E5-2695 v3,Intel Xeon E5-2695 v3,Haswell,120,,,2300,14,32,1030.4
2014,Intel,Xeon,E5-2697 v3,Intel Xeon E5-2697 v3,Haswell,145,,,2600,14,32,1164.8
2014,Intel,Xeon,E5-2698 v3,Intel Xeon E5-2698 v3,Haswell,135,,,2300,16,32,1177.6
2014,Intel,Xeon,E5-2699 v3,Intel Xeon E5-2699 v3,Haswell,145,,,2300,18,32,1324.8
2013,Intel,Xeon Phi Coprocessors,3120A,Intel Xeon Phi Coprocessors 3120A,Knights Corner,300,,,1100,57,32,2006.4
2013,Intel,Xeon Phi Coprocessors,3120P,Intel Xeon Phi Coprocessors 3120P,Knights Corner,300,,,1100,57,32,2006.4
2013,Intel,,31S1P,Intel  31S1P,Knights Corner,300,,,1100,57,32,2006.4
2012,Intel,Xeon Phi Coprocessors,5110P,Intel Xeon Phi Coprocessors 5110P,Knights Corner,225,,,1053,60,32,2021.76
2013,Intel,Xeon Phi Coprocessors,5120D,Intel Xeon Phi Coprocessors 5120D,Knights Corner,245,,,1053,60,32,2021.76
2014,Intel,Xeon Phi Coprocessors,7120A,Intel Xeon Phi Coprocessors 7120A,Knights Corner,300,,,1238,61,32,2416.576
2014,Intel,Xeon Phi Coprocessors,7120D,Intel Xeon Phi Coprocessors 7120D,Knights Corner,270,,,1238,61,32,2416.576
2013,Intel,Xeon Phi Coprocessors,7120P,Intel Xeon Phi Coprocessors 7120P,Knights Corner,300,,,1238,61,32,2416.576
2013,Intel,Xeon Phi Coprocessors,7120X,Intel Xeon Phi Coprocessors 7120X,Knights Corner,300,,,1238,61,32,2416.576
,Intel,Celeron M,333,Intel Celeron M 333,Banias,7,77,83,900,1,,
,Intel,Celeron M,353,Intel Celeron M 353,Dothan,5,144,87,900,1,,
,Intel,Itanium 2,900,Intel Itanium 2 900,Madison,90,410,374,900,1,,
,Intel,Itanium 2,1000,Intel Itanium 2 1000,Madison,100,410,374,1000,1,,
,Intel,Celeron M,383,Intel Celeron M 383,Dothan,5.5,144,87,1000,1,,
,Intel,Pentium M,723,Intel Pentium M 723,Dothan,5,144,87,1000,1,,
2010,Intel,Atom,E645C,Intel Atom E645C,Stellarton,7,,,1000,1,,
2010,Intel,Atom,E645CT,Intel Atom E645CT,Stellarton,7,,,1000,1,,
,Intel,Core,U1300,Intel Core U1300,Yonah,6,151,90,1060,1,,
,Intel,Core Solo,U1300,Intel Core Solo U1300,Yonah,6,151,90,1060,1,,
,Intel,Core,U2400,Intel Core U2400,Yonah,9,151,90,1060,2,,
,Intel,Core Duo,U2400,Intel Core Duo U2400,Yonah,9,151,90,1060,2,,
,Intel,Pentium M,713,Intel Pentium M 713,Banias,7,77,83,1100,1,,
,Intel,Pentium M,733,Intel Pentium M 733,Dothan,5,144,87,1100,1,,
,Intel,Pentium,1405,Intel Pentium 1405,Sandy Bridge-EN,40,,,1200,2,,
,Intel,Celeron M,310,Intel Celeron M 310,Banias,24.5,77,83,1200,1,,
,Intel,Celeron M,443,Intel Celeron M 443,Yonah,5.5,151,90,1200,1,,
,Intel,Pentium M,753,Intel Pentium M 753,Dothan,5.5,144,87,1200,1,,
,Intel,Core,U1400,Intel Core U1400,Yonah,6,151,90,1200,1,,
,Intel,Core Solo,U1400,Intel Core Solo U1400,Yonah,6,151,90,1200,1,,
2013,Intel,Atom,Z2420,Intel Atom Z2420,Penwell,,,,1200,1,,
2013,Intel,Atom,Z2520,Intel Atom Z2520,Cloverview,,,,1200,2,,
,Intel,Itanium 2,1300,Intel Itanium 2 1300,Madison,97,410,374,1300,1,,
,Intel,Celeron M,350,Intel Celeron M 350,Dothan,21,144,87,1300,1,,
,Intel,Pentium M,718,Intel Pentium M 718,Banias,12,77,83,1300,1,,
,Intel,Pentium M,773,Intel Pentium M 773,Dothan,5.5,144,87,1300,1,,
2010,Intel,Atom,E660,Intel Atom E660,Tunnel Creek,3.6,,,1300,1,,
2010,Intel,Atom,E665,Intel Atom E665,Stellarton,7,,,1300,1,,
2010,Intel,Atom,E665C,Intel Atom E665C,Stellarton,7,,,1300,1,,
2010,Intel,Atom,E665CT,Intel Atom E665CT,Stellarton,7,,,1300,1,,
2010,Intel,Itanium,9320,Intel Itanium 9320,Tukwila,155,,,1330,4,,
,Intel,Core,U1500,Intel Core U1500,Yonah,5.5,151,90,1330,1,,
,Intel,Core Solo,U1500,Intel Core Solo U1500,Yonah,5.5,151,90,1330,1,,
,Intel,Itanium 2,1400,Intel Itanium 2 1400,Madison,91,410,374,1400,1,,
,Intel,Celeron M,330,Intel Celeron M 330,Banias,24.5,77,83,1400,1,,
,Intel,Celeron M,360,Intel Celeron M 360,Dothan,21,144,87,1400,1,,
,Intel,Itanium 2,9015,Intel Itanium 2 9015,Montecito,104,1720,596,1400,2,,
,Intel,Itanium,9020,Intel Itanium 9020,Montecito,104,1720,596,1420,2,,
,Intel,Itanium 2,9020,Intel Itanium 2 9020,Montecito,104,1720,596,1420,2,,
,Intel,Itanium 2,9120N,Intel Itanium 2 9120N,Montvale,104,1720,596,1420,2,,
,Intel,Celeron M,410,Intel Celeron M 410,Yonah,27,151,90,1460,1,,
2010,Intel,Itanium,9330,Intel Itanium 9330,Tukwila,155,,,1460,4,,
,Intel,Itanium 2,1500,Intel Itanium 2 1500,Madison,107,410,374,1500,1,,
,Intel,Celeron M,340,Intel Celeron M 340,Banias,24.5,77,83,1500,1,,
,Intel,Pentium M,705,Intel Pentium M 705,Banias,24.5,77,83,1500,1,,
,Intel,Pentium M,715,Intel Pentium M 715,Dothan,21,144,87,1500,1,,
,Intel,Pentium M,758,Intel Pentium M 758,Dothan,7.5,144,87,1500,1,,
,Intel,Core,L2300,Intel Core L2300,Yonah,15,151,90,1500,2,,
,Intel,Core Duo,L2300,Intel Core Duo L2300,Yonah,15,151,90,1500,2,,
2010,Intel,Atom,N550,Intel Atom N550,Pineview,8.5,176,87,1500,2,,
,Intel,Itanium 2,1600,Intel Itanium 2 1600,Madison,122,592,432,1600,1,,
2008,Intel,Atom,230,Intel Atom 230,Diamondville,4,47,26,1600,1,,
2008,Intel,Atom,330,Intel Atom 330,Diamondville,8,94,52,1600,2,,
,Intel,Celeron M,380,Intel Celeron M 380,Dothan,21,144,87,1600,1,,
,Intel,Celeron M,420,Intel Celeron M 420,Yonah,27,151,90,1600,1,,
,Intel,Xeon,5113,Intel Xeon 5113,Woodcrest,40,291,143,1600,2,,
2009,Intel,Core i7,720QM,Intel Core i7 720QM,Clarksfield,45,774,296,1600,4,,
,Intel,Pentium M,725,Intel Pentium M 725,Dothan,21,144,87,1600,1,,
,Intel,Pentium M,730,Intel Pentium M 730,Dothan,27,144,87,1600,1,,
,Intel,Pentium M,778,Intel Pentium M 778,Dothan,10,144,87,1600,1,,
,Intel,Itanium,9010,Intel Itanium 9010,Montecito,104,1720,596,1600,2,,
,Intel,Itanium 2,9010,Intel Itanium 2 9010,Montecito,104,1720,596,1600,2,,
,Intel,Itanium,9030,Intel Itanium 9030,Montecito,104,1720,596,1600,2,,
,Intel,Itanium 2,9030,Intel Itanium 2 9030,Montecito,104,1720,596,1600,2,,
,Intel,Itanium,9040,Intel Itanium 9040,Montecito,104,1720,596,1600,2,,
,Intel,Itanium 2,9040,Intel Itanium 2 9040,Montecito,104,1720,596,1600,2,,
,Intel,Itanium,9050,Intel Itanium 9050,Montecito,104,1720,596,1600,2,,
,Intel,Itanium 2,9050,Intel Itanium 2 9050,Montecito,104,1720,596,1600,2,,
,Intel,Itanium 2,9110N,Intel Itanium 2 9110N,Montvale,75,1720,596,1600,1,,
,Intel,Itanium 2,9140N,Intel Itanium 2 9140N,Montvale,104,1720,596,1600,2,,
,Intel,Itanium 2,9150N,Intel Itanium 2 9150N,Montvale,104,1720,596,1600,2,,
2010,Intel,Itanium,9310,Intel Itanium 9310,Tukwila,130,,,1600,2,,
2010,Intel,Itanium,9340,Intel Itanium 9340,Tukwila,185,,,1600,4,,
